TARGET_FID,score_perc,accessibility,WDI,HSA
0,0.5272562358276645,0.45055101747845805,1.4910732170657597,0.6872136062879819
1,0.49,0.34736489800000003,1.0601772855,0.37249363375
2,0.5582767624020888,0.6161333029373368,0.774570084156658,0.4211203861070496
3,0.0,0.0,0.0,0.0
4,0.48364599092284416,0.5998286015763994,1.6510751631966718,0.9732631147019667
5,0.522258064516129,0.8014217901612902,1.2058948480645162,0.9554130868494624
6,0.49171806167400883,0.754176248524229,1.2511415903436123,0.9299306462621145
7,0.5223791821561339,0.6847409436022305,1.2445206354200744,0.8684811798252787
8,0.52,0.8600185070942029,0.797388542094203,0.6746960761449275
9,0.0,0.0,0.0,0.0
10,0.5629577464788732,0.3206033761056338,1.4191632269929577,0.47813630857746475
11,0.5379545454545455,0.4795394542227273,1.2253141341727274,0.5874820659636364
12,0.5143064182194617,0.9626467441966873,1.6594888603291926,1.6283825737494824
13,0.521643192488263,0.46199077572769953,1.0358909585539906,0.47366235132394363
14,0.5631034482758621,0.3203970255103448,1.222572896813793,0.4162768484275862
15,0.508888888888889,1.0032012276666666,1.2413223927777777,1.2841636246666668
16,0.5310367892976589,0.30619489771906355,1.2601867362307693,0.3771249789765886
17,0.5219047619047619,0.28470857928571425,1.2867027687142856,0.3647790233809524
18,0.5499999999999999,0.158314037,1.0456963890344828,0.16661095644827587
19,0.47190476190476194,0.2138938028095238,1.8352129075714285,0.3926273521428571
20,0.49828402366863905,0.5294543098875739,1.6855144351065088,0.8893308177751479
21,0.518348623853211,1.386289863174312,1.2100566338073393,1.6615226072568807
22,0.5148484848484849,0.889390811939394,1.6549433970545455,1.4947759731454546
23,0.4806451612903226,0.7281578938516129,1.6813352608774192,1.255324788612903
24,0.49921568627450985,1.0553053930678733,1.228879935535445,1.1680081561855202
25,0.4931365935919056,1.578506874416526,1.4726211094064081,2.295209690370995
26,0.5237552742616034,0.41679508159282697,1.1689040217088609,0.48459008276793253
27,0.5195256916996047,0.625819190577075,1.3113318631976285,0.827825221284585
28,0.5241517857142857,0.3829781953348214,1.407350272517857,0.5387096982232144
29,0.4580573248407644,0.1786852527611465,1.526396903643312,0.27557018904458597
30,0.48878787878787877,0.3103258102121212,1.6362137282272726,0.5105554460909091
31,0.5508064516129032,0.5509696458225806,1.4663429624838709,0.8020244788387096
32,0.536,2.2446931826,1.3954770196,3.1314378838
33,0.5072972972972973,1.5385150248108108,1.4954016682702702,2.294723485364865
34,0.46,1.398220187,1.596724103,2.231110452
35,0.4809090909090909,1.3967775455454545,1.526647844,2.134232662727273
36,0.5511864406779661,0.33552276390960456,1.1210259670508476,0.37375629124293785
37,0.5129577464788733,1.6149493611760564,1.1148950438474179,1.7783301916361502
38,0.5053947368421052,0.6881325497763158,1.7940670590394736,1.2341177628026316
39,0.47400000000000003,6.8926188674,1.4154320532,9.7564261176
40,0.469820788530466,1.5295658878351255,1.4619228180501793,2.218436649362007
41,0.437,0.3000540253,1.5586292994000002,0.4666164868
42,0.527191011235955,0.4016667084157303,1.4944632746516855,0.5980060359325843
43,0.5038737446197992,0.4257978574648493,1.291034722117647,0.5568809194074605
44,0.484,0.549722598,1.3937243244000002,0.7653786678
45,0.5153333333333333,1.2924579830444445,1.6508972464444442,2.1345682900444443
46,0.4963551401869159,0.526066019,1.6894164851588787,0.875104614457944
47,0.4907272727272728,0.5997179270909091,1.6070735777090908,0.966890214090909
48,0.5254330708661418,0.3452817545669291,1.4257982109921261,0.4916001450551181
49,0.5088709677419355,0.4998791157741936,1.3946074336935486,0.6976869027782259
50,0.5178033472803347,1.0465468522175732,1.7644816809393307,1.8460354521694562
51,0.5804166666666667,1.3709052030833335,1.7118070900833333,2.3427879903749997
52,0.46799999999999997,1.5241213923999999,1.64192742828,2.50156904912
53,0.5216666666666666,1.2829667063333334,1.4394974948333334,1.8477620215000001
54,0.49,0.886977523,1.5741028910000001,1.3961641793333335
55,0.5132692307692308,0.976299421028846,1.5776306973685899,1.5178178394230768
56,0.5311688311688312,1.7034910996753245,1.4577755652077922,2.446516677386364
57,0.548888888888889,0.7561097521111111,1.7739736985555554,1.339855767888889
58,0.5270299727520436,1.572081706920981,1.6192924432275204,2.5116478180735693
59,0.48192,2.198653749116,1.682361513412,3.655044751992
60,0.48219512195121955,1.8242461855853658,1.5713858520813009,2.8834981657398377
61,0.4973076923076923,2.9333552976659916,1.4830278734979756,4.264253123180162
62,0.47776203966005665,1.6359993786317282,1.7317819361671387,2.8482563311076485
63,0.5069230769230769,0.5347269253384616,1.6594738437076924,0.8932992696923077
64,0.5075661375661376,0.6165801899603175,1.5727020097671955,0.9758394017433861
65,0.5303456790123456,0.21072423157530865,1.0692769044888888,0.23983286091604938
66,0.5222222222222223,0.8667448731111111,1.213617932888889,1.0556915186666667
67,0.5102369668246446,0.5191490578436019,1.4159821569763031,0.7455584924218011
68,0.4955555555555555,0.5887047682916666,1.46946984575,0.8630667053055556
69,0.49693037974683546,2.040172632670886,1.6841669421518985,3.3712627715316454
70,0.4066666666666667,1.954410359,1.5074230403333333,2.9460053836666664
71,0.549595015576324,0.48621740785669776,1.2119640638380063,0.6109859965732087
72,0.5266666666666667,1.2731275798055557,1.3408603567777777,1.7149192449722221
73,0.5003571428571428,0.9214904933214285,1.6987774979404762,1.5695873221666667
74,0.5319718309859155,1.149754482442656,1.5666246693822938,1.7852468953239438
75,0.5069491525423729,0.7266506023050848,1.7455149812881356,1.2552011395593219
76,0.505686274509804,0.8984433712026144,1.715959772030501,1.5308036665577343
77,0.500829817158931,3.4197707958073136,1.3626015611983122,4.561550395241913
78,0.4864192139737991,0.9608693060131004,1.7307525153144105,1.6848945345021835
79,0.4685714285714286,0.8452079714761905,1.6013426304761904,1.3633846254761905
80,0.49142857142857144,0.7873461282380954,1.6692602025238095,1.3110500053809524
81,0.47750000000000004,0.8161021237604166,1.5883067056875,1.2954673946041666
82,0.5175910931174089,1.2199105014392713,1.4104011724655872,1.6948158484129554
83,0.5112741312741313,0.9547752554787645,1.449149206065637,1.3830664481621622
84,0.49333333333333335,0.491155361624031,1.5428791572751939,0.7632285811782945
85,0.5075461254612545,0.3651177129483395,1.4098965312232472,0.5264214285166051
86,0.48274509803921567,0.6486560388179272,1.6301606001540616,1.072853292092437
87,0.5516386554621848,0.431438116697479,1.442938421592437,0.6219393031218488
88,0.502,1.9255664912000001,1.405548821,2.7061710646000003
89,0.54,0.9593341276470587,1.6608612532352942,1.5952533
90,0.5361971830985915,0.9170660305070422,1.6235168668450706,1.4853172201830986
91,0.49886227544910183,0.6882298033532934,1.7246830392934134,1.1776094088023952
92,0.485,1.243193316357143,1.6149766757142856,2.0110059599285717
93,0.0,0.0,0.0,0.0
94,0.4856906077348066,1.158388879928177,1.735916469922652,2.016721978861878
95,0.4567241379310345,0.6772225472068966,1.5907286102931033,1.084097463913793
96,0.5007352941176471,0.6788594782352941,1.6695584479338235,1.1376902643308824
97,0.5257865168539326,1.1565176379859552,1.2242674363764043,1.414503809258427
98,0.49854785478547853,1.2767163087854785,1.1886157520165017,1.5199201074719473
99,0.5036546184738956,1.7024596228273092,1.4491844187269076,2.4738757102570283
100,0.47603174603174603,3.1341773489312166,1.4756816184867727,4.620587050962963
101,0.4802840909090909,4.090131376221591,1.4941941945625,6.101922756607954
102,0.5299230769230769,0.6710461352897436,1.3692635325076923,0.922087265525641
103,0.5325,0.3946794629318182,1.4259687191818182,0.5666769567272727
104,0.5322137404580153,0.6229350165038168,1.4209338495801527,0.8911730755496183
105,0.47168141592920354,1.0556749499646019,1.5522555975929204,1.631428473300885
106,0.513042071197411,3.6436399645436897,1.3685882207961164,4.986221497475729
107,0.4955882352941176,2.6274505875490193,1.4985174627352942,3.9196022832549016
108,0.5328571428571428,1.2284520905714285,1.5695973642857144,1.9252317814285713
109,0.4795353982300885,2.0061141314292037,1.5074740942876108,3.0075909766349556
110,0.5185000000000001,0.30545053105000003,1.5659410822,0.47449493195
111,0.5154481132075472,0.6489436920176886,1.6385969999988208,1.0907059557676886
112,0.5196394230769231,0.9068898204302885,1.7562956967620191,1.5921707294447116
113,0.5175000000000001,0.7295652770000001,1.70669286275,1.24504715175
114,0.5166666666666667,0.8848717776666667,1.2952036383333334,1.1446274506666667
115,0.509891975308642,2.148499310527778,1.2040473127268518,2.5677953222484566
116,0.4997986577181208,3.401314150966443,1.4776716280939597,4.917951926771813
117,0.5165217391304348,1.1007252920869566,1.4622266980869565,1.6118878197826085
118,0.5286321626617375,0.8315187286913124,1.5168082700147876,1.2701534747208871
119,0.5090828402366864,0.8409135115384615,1.5219583352189348,1.351372329224852
120,0.49794258373205746,5.206120804148325,1.3047036654114832,6.795254644155502
121,0.47580516898608355,1.7926719539204772,1.5102583597355863,2.7118446563499004
122,0.46900000000000003,0.8396308838,1.5257051423,1.2809905596
123,0.5376470588235295,0.3019783577058823,1.6073587696470588,0.4830845807058824
124,0.5100389863547757,0.6753117297777778,1.566284917214425,1.0569981703762183
125,0.5136783439490445,2.6619871406449045,1.4331565631305734,3.754293188396497
126,0.5032,0.9651876011599999,1.6112046181,1.5492141129199999
127,0.4804341534008683,1.899759816973951,1.5157688381490593,2.8288113746193924
